5MB,0,5.701209907531738,low-bw,5ms,no-loss
5MB,0,5.605917100906372,low-bw,5ms,no-loss
5MB,0,5.70234001159668,low-bw,5ms,no-loss
5MB,0,6.105343942642212,low-bw,5ms,no-loss
5MB,0,6.259055976867676,low-bw,5ms,no-loss
5MB,0,35.24120486259461,low-bw,5ms,no-loss
5MB,0,5.562806015014648,low-bw,5ms,no-loss
5MB,0,5.409633045196533,low-bw,5ms,no-loss
5MB,0,5.609593992233276,low-bw,5ms,no-loss
5MB,0,5.718764905929565,low-bw,5ms,no-loss
5MB,0,5.311019067764282,low-bw,5ms,no-loss
5MB,0,7.153732185363769,low-bw,5ms,no-loss
5MB,0,5.552646045684814,low-bw,5ms,no-loss
5MB,0,5.705088977813721,low-bw,5ms,no-loss
5MB,0,5.047279005050659,low-bw,5ms,no-loss
5MB,0,5.450297002792358,low-bw,5ms,no-loss
5MB,0,4.837405090332031,low-bw,5ms,no-loss
5MB,0,6.152852897644043,low-bw,5ms,no-loss
5MB,0,5.70635498046875,low-bw,5ms,no-loss
5MB,0,5.362284069061279,low-bw,5ms,no-loss
5MB,0,6.108141069412231,low-bw,5ms,no-loss
5MB,0,6.058831815719604,low-bw,5ms,no-loss
5MB,0,4.841658954620361,low-bw,5ms,no-loss
5MB,0,5.8031159687042235,low-bw,5ms,no-loss
5MB,0,5.1544140625,low-bw,5ms,no-loss
20MB,0,19.679066066741942,low-bw,5ms,no-loss
20MB,0,19.81014097213745,low-bw,5ms,no-loss
20MB,0,20.407463912963866,low-bw,5ms,no-loss
20MB,0,20.263666038513183,low-bw,5ms,no-loss
20MB,0,20.384288911819457,low-bw,5ms,no-loss
20MB,0,19.473217849731444,low-bw,5ms,no-loss
20MB,0,20.564513092041015,low-bw,5ms,no-loss
20MB,0,20.520797853469848,low-bw,5ms,no-loss
20MB,0,20.06322205543518,low-bw,5ms,no-loss
20MB,0,19.285772924423217,low-bw,5ms,no-loss
20MB,0,19.5685769367218,low-bw,5ms,no-loss
20MB,0,20.374239091873168,low-bw,5ms,no-loss
20MB,0,20.015931015014647,low-bw,5ms,no-loss
20MB,0,20.822816019058227,low-bw,5ms,no-loss
20MB,0,20.173462991714477,low-bw,5ms,no-loss
20MB,0,20.67354691505432,low-bw,5ms,no-loss
20MB,0,20.50692403793335,low-bw,5ms,no-loss
20MB,0,20.975924139022826,low-bw,5ms,no-loss
20MB,0,20.62603223800659,low-bw,5ms,no-loss
20MB,0,20.824193124771117,low-bw,5ms,no-loss
20MB,0,20.504912977218627,low-bw,5ms,no-loss
20MB,0,20.352355127334594,low-bw,5ms,no-loss
20MB,0,19.962307815551757,low-bw,5ms,no-loss
20MB,0,20.206710939407348,low-bw,5ms,no-loss
20MB,0,20.366659049987792,low-bw,5ms,no-loss
50MB,0,51.41490996360779,low-bw,5ms,no-loss
50MB,256,117.97209513664245,low-bw,5ms,no-loss
50MB,0,51.57861102104187,low-bw,5ms,no-loss
50MB,0,50.69213903427124,low-bw,5ms,no-loss
50MB,0,50.645258073806765,low-bw,5ms,no-loss
50MB,0,51.78994501113892,low-bw,5ms,no-loss
50MB,256,117.99311793327331,low-bw,5ms,no-loss
50MB,0,50.61590898513794,low-bw,5ms,no-loss
50MB,0,51.02190292358399,low-bw,5ms,no-loss
50MB,256,117.93830907821655,low-bw,5ms,no-loss
50MB,256,117.96467197418212,low-bw,5ms,no-loss
50MB,0,50.58601797103882,low-bw,5ms,no-loss
50MB,0,51.072368984222415,low-bw,5ms,no-loss
50MB,0,52.17797697067261,low-bw,5ms,no-loss
50MB,256,52.22322500228882,low-bw,5ms,no-loss
50MB,256,117.9470940876007,low-bw,5ms,no-loss
50MB,256,117.96960604667663,low-bw,5ms,no-loss
50MB,256,117.93454087257385,low-bw,5ms,no-loss
50MB,0,49.63005388259888,low-bw,5ms,no-loss
50MB,0,49.67503989219666,low-bw,5ms,no-loss
50MB,256,117.93803799629211,low-bw,5ms,no-loss
50MB,0,50.24609983444214,low-bw,5ms,no-loss
50MB,256,117.97808111190795,low-bw,5ms,no-loss
50MB,0,50.44586289405823,low-bw,5ms,no-loss
50MB,0,51.69831002235413,low-bw,5ms,no-loss
5MB,0,40.48592794418335,low-bw,110ms,no-loss
5MB,0,28.04826796531677,low-bw,110ms,no-loss
5MB,0,8.454802875518798,low-bw,110ms,no-loss
5MB,0,8.248927001953124,low-bw,110ms,no-loss
5MB,0,42.23868096351624,low-bw,110ms,no-loss
5MB,256,90.8918088722229,low-bw,110ms,no-loss
5MB,0,7.536942129135132,low-bw,110ms,no-loss
5MB,256,117.03222787857055,low-bw,110ms,no-loss
5MB,256,116.89518893241882,low-bw,110ms,no-loss
5MB,0,31.87703598022461,low-bw,110ms,no-loss
5MB,256,117.14250195503234,low-bw,110ms,no-loss
5MB,0,28.169566993713378,low-bw,110ms,no-loss
5MB,0,50.93059695243836,low-bw,110ms,no-loss
5MB,0,8.816993837356566,low-bw,110ms,no-loss
5MB,256,117.15413606643676,low-bw,110ms,no-loss
5MB,0,24.006497030258178,low-bw,110ms,no-loss
5MB,256,90.7028120803833,low-bw,110ms,no-loss
5MB,0,25.019859914779662,low-bw,110ms,no-loss
5MB,0,32.051977996826174,low-bw,110ms,no-loss
5MB,0,43.05769479751587,low-bw,110ms,no-loss
5MB,0,26.82768500328064,low-bw,110ms,no-loss
5MB,0,34.61038005828858,low-bw,110ms,no-loss
5MB,0,55.924939994812014,low-bw,110ms,no-loss
5MB,0,7.114664916992187,low-bw,110ms,no-loss
5MB,0,24.72942293167114,low-bw,110ms,no-loss
20MB,0,58.67205703735352,low-bw,110ms,no-loss
20MB,256,117.07357013702392,low-bw,110ms,no-loss
20MB,0,24.73974597930908,low-bw,110ms,no-loss
20MB,0,55.85406911849976,low-bw,110ms,no-loss
20MB,256,117.06701887130737,low-bw,110ms,no-loss
20MB,256,117.07878911972045,low-bw,110ms,no-loss
20MB,0,24.67135012626648,low-bw,110ms,no-loss
20MB,256,117.11102378845214,low-bw,110ms,no-loss
20MB,0,53.58417714118958,low-bw,110ms,no-loss
20MB,0,24.81775701522827,low-bw,110ms,no-loss
20MB,0,25.593104009628295,low-bw,110ms,no-loss
20MB,256,117.09414804458618,low-bw,110ms,no-loss
20MB,256,117.02175987243652,low-bw,110ms,no-loss
20MB,256,117.10310209274292,low-bw,110ms,no-loss
20MB,256,117.08711493492126,low-bw,110ms,no-loss
20MB,256,117.13945019721984,low-bw,110ms,no-loss
20MB,256,117.12738788604736,low-bw,110ms,no-loss
20MB,256,89.47547400474548,low-bw,110ms,no-loss
20MB,256,117.0451132106781,low-bw,110ms,no-loss
20MB,256,117.11330616950988,low-bw,110ms,no-loss
20MB,256,117.15045011520385,low-bw,110ms,no-loss
20MB,256,117.09317195892334,low-bw,110ms,no-loss
20MB,256,117.09128392219543,low-bw,110ms,no-loss
20MB,256,117.12876618385314,low-bw,110ms,no-loss
20MB,256,117.06556094169616,low-bw,110ms,no-loss
50MB,256,117.07927883148193,low-bw,110ms,no-loss
50MB,256,117.11716378211975,low-bw,110ms,no-loss
50MB,256,117.1229609298706,low-bw,110ms,no-loss
50MB,256,117.10631907463073,low-bw,110ms,no-loss
50MB,256,117.11676419258117,low-bw,110ms,no-loss
50MB,256,117.09631789207458,low-bw,110ms,no-loss
50MB,0,54.66923606872559,low-bw,110ms,no-loss
50MB,256,117.09353888511657,low-bw,110ms,no-loss
50MB,0,53.56835592269898,low-bw,110ms,no-loss
50MB,256,117.00287306785583,low-bw,110ms,no-loss
50MB,256,117.07876599311828,low-bw,110ms,no-loss
50MB,256,117.04911506652832,low-bw,110ms,no-loss
50MB,256,117.05171096801757,low-bw,110ms,no-loss
50MB,256,116.93752182006835,low-bw,110ms,no-loss
50MB,256,117.06109202384948,low-bw,110ms,no-loss
50MB,0,55.1322611618042,low-bw,110ms,no-loss
50MB,256,117.08429611206054,low-bw,110ms,no-loss
50MB,256,46.68339598655701,low-bw,110ms,no-loss
50MB,256,117.10319602966308,low-bw,110ms,no-loss
50MB,256,117.15780103683471,low-bw,110ms,no-loss
50MB,256,117.01994717597961,low-bw,110ms,no-loss
50MB,256,117.10504591941833,low-bw,110ms,no-loss
50MB,0,55.61047208786011,low-bw,110ms,no-loss
50MB,0,51.924538974761965,low-bw,110ms,no-loss
50MB,0,49.64252317428589,low-bw,110ms,no-loss
5MB,0,34.866632823944094,low-bw,175ms,no-loss
5MB,0,14.612990980148314,low-bw,175ms,no-loss
5MB,0,89.86506999015808,low-bw,175ms,no-loss
5MB,0,10.730044965744018,low-bw,175ms,no-loss
5MB,0,70.27306282997131,low-bw,175ms,no-loss
5MB,0,38.68373501777649,low-bw,175ms,no-loss
5MB,0,36.9184111404419,low-bw,175ms,no-loss
5MB,0,52.42868793487549,low-bw,175ms,no-loss
5MB,0,14.653730993270873,low-bw,175ms,no-loss
5MB,0,34.204038028717044,low-bw,175ms,no-loss
5MB,0,85.84470189094543,low-bw,175ms,no-loss
5MB,256,116.39332116127014,low-bw,175ms,no-loss
5MB,256,67.77972114562988,low-bw,175ms,no-loss
5MB,256,61.27553999900818,low-bw,175ms,no-loss
5MB,0,41.39897501945496,low-bw,175ms,no-loss
5MB,256,40.405243997573855,low-bw,175ms,no-loss
5MB,256,86.83415902137756,low-bw,175ms,no-loss
5MB,256,84.81039417266845,low-bw,175ms,no-loss
5MB,0,57.26141703605652,low-bw,175ms,no-loss
5MB,0,35.51221883773804,low-bw,175ms,no-loss
5MB,0,43.11854804039002,low-bw,175ms,no-loss
5MB,0,72.30747282981872,low-bw,175ms,no-loss
5MB,256,116.44491899490356,low-bw,175ms,no-loss
5MB,0,37.20735681533814,low-bw,175ms,no-loss
5MB,0,38.72695887565613,low-bw,175ms,no-loss
20MB,0,41.54615891456604,low-bw,175ms,no-loss
20MB,0,26.176319007873534,low-bw,175ms,no-loss
20MB,0,85.81406319618225,low-bw,175ms,no-loss
20MB,256,116.39856398582458,low-bw,175ms,no-loss
20MB,0,25.615227823257445,low-bw,175ms,no-loss
20MB,0,25.87042010307312,low-bw,175ms,no-loss
20MB,0,88.85035789489746,low-bw,175ms,no-loss
20MB,256,116.4299210357666,low-bw,175ms,no-loss
20MB,256,116.44384706497192,low-bw,175ms,no-loss
20MB,0,42.01961005210877,low-bw,175ms,no-loss
20MB,0,42.72714412689209,low-bw,175ms,no-loss
20MB,0,86.3429681110382,low-bw,175ms,no-loss
20MB,0,64.28601706504821,low-bw,175ms,no-loss
20MB,256,116.43065989494323,low-bw,175ms,no-loss
20MB,256,116.45450008392334,low-bw,175ms,no-loss
20MB,0,26.865904932022094,low-bw,175ms,no-loss
20MB,0,25.81108797073364,low-bw,175ms,no-loss
20MB,0,68.22716200828552,low-bw,175ms,no-loss
20MB,0,77.76797807693481,low-bw,175ms,no-loss
20MB,256,116.06014788627624,low-bw,175ms,no-loss
20MB,0,43.03836620330811,low-bw,175ms,no-loss
20MB,256,116.44305503845214,low-bw,175ms,no-loss
20MB,256,116.46580207824707,low-bw,175ms,no-loss
20MB,0,41.10049999237061,low-bw,175ms,no-loss
20MB,256,116.44683111190795,low-bw,175ms,no-loss
50MB,0,57.240359191894534,low-bw,175ms,no-loss
50MB,0,56.49801290512085,low-bw,175ms,no-loss
50MB,0,56.09929812431336,low-bw,175ms,no-loss
50MB,256,115.99445093154907,low-bw,175ms,no-loss
50MB,256,72.53978693962097,low-bw,175ms,no-loss
50MB,256,79.26007998466491,low-bw,175ms,no-loss
50MB,256,116.44936502456665,low-bw,175ms,no-loss
50MB,256,84.26791012763977,low-bw,175ms,no-loss
50MB,256,116.40719902992248,low-bw,175ms,no-loss
50MB,256,116.46039593696594,low-bw,175ms,no-loss
50MB,256,81.74466097831726,low-bw,175ms,no-loss
50MB,256,116.37042010307312,low-bw,175ms,no-loss
50MB,256,116.45183408737182,low-bw,175ms,no-loss
50MB,256,116.39442098617553,low-bw,175ms,no-loss
50MB,256,116.10672605514526,low-bw,175ms,no-loss
50MB,256,116.28055894851684,low-bw,175ms,no-loss
50MB,256,116.13866985321044,low-bw,175ms,no-loss
50MB,256,115.88719094276428,low-bw,175ms,no-loss
50MB,256,78.7456690120697,low-bw,175ms,no-loss
50MB,256,116.43423998832702,low-bw,175ms,no-loss
50MB,0,54.83747590065003,low-bw,175ms,no-loss
50MB,256,116.46718299865722,low-bw,175ms,no-loss
50MB,256,116.45990503311157,low-bw,175ms,no-loss
50MB,256,116.54561007499694,low-bw,175ms,no-loss
50MB,0,55.46566689491272,low-bw,175ms,no-loss
5MB,0,10.171518926620482,low-bw,5ms,min-loss
